date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:26:09	3763/3763	---M--	200	added ('OK')	image/jpeg	etag:%22eb3-594f14c00ede8%22	https://directorist.com/theme/demo/direo/wp-content/uploads/2019/10/p1-100x100.jpg	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-content/uploads/2019/10/p1-100x100.jpg	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:09	4069/4069	---M--	200	added ('OK')	image/jpeg	etag:%22fe5-594f14bed0ff7%22	https://directorist.com/theme/demo/direo/wp-content/uploads/2019/10/p4-100x100.jpg	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-content/uploads/2019/10/p4-100x100.jpg	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:09	0/-1	---M--	301	error ('')			http://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login.f8.delayed	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:07%20GMT	https://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:10	121234/121234	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:07%20GMT	https://directorist.com/theme/demo/direo/single-tag/business/	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/single-tag/business/index.html	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:10	106013/106013	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:07%20GMT	https://directorist.com/theme/demo/direo/single-tag/education/	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/single-tag/education/index.html	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:10	5523/5523	---M-Z	200	added ('OK')	application/javascript	etag:%221593-5962005143b9d-gzip%22	https://directorist.com/theme/demo/direo/wp-content/plugins/direo-extension/includes/claim-listing/assets/js/main.js?ver=1.0.1	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-content/plugins/direo-extension/includes/claim-listing/assets/js/mainf269.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:10	105965/105965	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:07%20GMT	https://directorist.com/theme/demo/direo/single-tag/event/	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/single-tag/event/index.html	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:10	1763/1763	---M-Z	200	added ('OK')	application/javascript	etag:%226e3-5962005144755-gzip%22	https://directorist.com/theme/demo/direo/wp-content/plugins/direo-extension/includes/plans/assets/js/main.js?ver=1.2.1	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-content/plugins/direo-extension/includes/plans/assets/js/main1576.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:11	16979/16979	---M-Z	200	added ('OK')	application/javascript	etag:%224253-595aa4dff1b66-gzip%22	https://directorist.com/theme/demo/direo/wp-content/plugins/directorist/public/assets/js/sweetalert.min.js?ver=5.9.2	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-content/plugins/directorist/public/assets/js/sweetalert.min6dcf.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:11	16184/16184	---M-Z	200	added ('OK')	application/javascript	etag:%223f38-5879424ed6300-gzip%22	https://directorist.com/theme/demo/direo/wp-includes/js/underscore.min.js?ver=1.8.3	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/underscore.min4511.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:11	2613/2613	---M-Z	200	added ('OK')	application/javascript	etag:%22a35-577d735b0b380-gzip%22	https://directorist.com/theme/demo/direo/wp-includes/js/shortcode.min.js?ver=5.2.4	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/shortcode.min4d2c.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:11	121216/121216	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:08%20GMT	https://directorist.com/theme/demo/direo/single-tag/historical/	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/single-tag/historical/index.html	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:11	22466/22466	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202019%2009:53:46%20GMT	https://directorist.com/theme/demo/direo/wp-includes/js/backbone.min.js?ver=1.2.3	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/backbone.min9632.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:11	1046/1046	---M-Z	200	added ('OK')	application/javascript	etag:%22416-577d735b0b380-gzip%22	https://directorist.com/theme/demo/direo/wp-includes/js/wp-util.min.js?ver=5.2.4	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/wp-util.min4d2c.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:12	3020/3020	---M-Z	200	added ('OK')	application/javascript	etag:%22bcc-577d735b0b380-gzip%22	https://directorist.com/theme/demo/direo/wp-includes/js/wp-backbone.min.js?ver=5.2.4	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/wp-backbone.min4d2c.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:12	14045/14045	---M-Z	200	added ('OK')	application/javascript	etag:%2236dd-5879424ed6300-gzip%22	https://directorist.com/theme/demo/direo/wp-includes/js/media-models.min.js?ver=5.2.4	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/media-models.min4d2c.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:12	4920/4920	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Oct%202018%2003:11:26%20GMT	https://directorist.com/theme/demo/direo/wp-includes/js/plupload/wp-plupload.min.js?ver=5.2.4	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/plupload/wp-plupload.min4d2c.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:12	98526/98526	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:09%20GMT	https://directorist.com/theme/demo/direo/single-tag/party-color/	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/single-tag/party-color/index.html	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:12	24899/24899	---M-Z	200	added ('OK')	application/javascript	etag:%226143-577d735b0b380-gzip%22	https://directorist.com/theme/demo/direo/wp-includes/js/jquery/ui/sortable.min.js?ver=1.11.4	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/jquery/ui/sortable.mine899.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:13	914/914	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Oct%202018%2003:11:26%20GMT	https://directorist.com/theme/demo/direo/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=5.2.4	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/mediaelement/wp-mediaelement.min4d2c.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:13	771/771	---M-Z	200	added ('OK')	application/javascript	etag:%22303-578984dd94500-gzip%22	https://directorist.com/theme/demo/direo/wp-includes/js/api-request.min.js?ver=5.2.4	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/api-request.min4d2c.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:13	102586/102586	---M-Z	200	added ('OK')	application/javascript	etag:%22190ba-591c719d07bcf-gzip%22	https://directorist.com/theme/demo/direo/wp-includes/js/media-views.min.js?ver=5.2.4	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/media-views.min4d2c.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:13	113681/113681	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:10%20GMT	https://directorist.com/theme/demo/direo/single-tag/travel/	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/single-tag/travel/index.html	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:13	10905/10905	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Oct%202018%2003:11:26%20GMT	https://directorist.com/theme/demo/direo/wp-includes/js/media-editor.min.js?ver=5.2.4	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/media-editor.min4d2c.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:14	12857/12857	---M-Z	200	added ('OK')	application/javascript	etag:%223239-5879424ed6300-gzip%22	https://directorist.com/theme/demo/direo/wp-includes/js/media-audiovideo.min.js?ver=5.2.4	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-includes/js/media-audiovideo.min4d2c.js	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:14	113524/113524	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:11%20GMT	https://directorist.com/theme/demo/direo/single-tag/car-parking/	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/single-tag/car-parking/index.html	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:14	121200/121200	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:11%20GMT	https://directorist.com/theme/demo/direo/single-tag/food/	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/single-tag/food/index.html	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:14	121235/121235	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:11%20GMT	https://directorist.com/theme/demo/direo/single-tag/street-food/	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/single-tag/street-food/index.html	(from https://directorist.com/theme/demo/direo/directory/nami-teppanyaki-steakhouse/)
18:26:14	2300/2300	---MC-	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202019%2017:26:11%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fadd-listing%2F	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed39c4.json	(from https://directorist.com/theme/demo/direo/add-listing/)
18:26:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:12%20GMT	https://directorist.com/theme/demo/direo/?p=1979	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/index1e78.html	(from https://directorist.com/theme/demo/direo/add-listing/)
18:26:15	0/-1	---M--	301	error ('')			http://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login.10c.delayed	(from https://directorist.com/theme/demo/direo/add-listing/)
18:26:15	2385/2385	---MC-	200	added ('OK')	text/xml	date:Fri,%2001%20Nov%202019%2017:26:12%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fadd-listing%2F&format=xml	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embede48b	(from https://directorist.com/theme/demo/direo/add-listing/)
18:26:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:12%20GMT	https://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login	(from https://directorist.com/theme/demo/direo/add-listing/)
18:26:16	2315/2315	---MC-	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202019%2017:26:13%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fall-categories%2F	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed033b.json	(from https://directorist.com/theme/demo/direo/all-categories/)
18:26:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:13%20GMT	https://directorist.com/theme/demo/direo/?p=1981	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/index6f73.html	(from https://directorist.com/theme/demo/direo/all-categories/)
18:26:16	0/-1	---M--	301	error ('')			http://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login.110.delayed	(from https://directorist.com/theme/demo/direo/all-categories/)
18:26:16	2400/2400	---MC-	200	added ('OK')	text/xml	date:Fri,%2001%20Nov%202019%2017:26:14%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fall-categories%2F&format=xml	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed277e	(from https://directorist.com/theme/demo/direo/all-categories/)
18:26:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:14%20GMT	https://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login	(from https://directorist.com/theme/demo/direo/all-categories/)
18:26:17	2310/2310	---MC-	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202019%2017:26:15%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fall-locations%2F	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed634f.json	(from https://directorist.com/theme/demo/direo/all-locations/)
18:26:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:15%20GMT	https://directorist.com/theme/demo/direo/?p=1983	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/index7c5e.html	(from https://directorist.com/theme/demo/direo/all-locations/)
18:26:18	0/-1	---M--	301	error ('')			http://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login.114.delayed	(from https://directorist.com/theme/demo/direo/all-locations/)
18:26:18	2395/2395	---MC-	200	added ('OK')	text/xml	date:Fri,%2001%20Nov%202019%2017:26:15%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fall-locations%2F&format=xml	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed2010	(from https://directorist.com/theme/demo/direo/all-locations/)
18:26:18	91099/91099	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:16%20GMT	https://directorist.com/theme/demo/direo/single-location/albany/	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/single-location/albany/index.html	(from https://directorist.com/theme/demo/direo/all-locations/)
18:26:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:16%20GMT	https://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login	(from https://directorist.com/theme/demo/direo/all-locations/)
18:26:19	2325/2325	---MC-	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202019%2017:26:16%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fauthor-dashboard%2F	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed5dd6.json	(from https://directorist.com/theme/demo/direo/author-dashboard/)
18:26:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:16%20GMT	https://directorist.com/theme/demo/direo/?p=1987	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/index443b.html	(from https://directorist.com/theme/demo/direo/author-dashboard/)
18:26:20	0/-1	---M--	301	error ('')			http://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login.118.delayed	(from https://directorist.com/theme/demo/direo/author-dashboard/)
18:26:20	2410/2410	---MC-	200	added ('OK')	text/xml	date:Fri,%2001%20Nov%202019%2017:26:17%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fauthor-dashboard%2F&format=xml	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embedb913	(from https://directorist.com/theme/demo/direo/author-dashboard/)
18:26:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:17%20GMT	https://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login	(from https://directorist.com/theme/demo/direo/author-dashboard/)
18:26:21	2319/2319	---MC-	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202019%2017:26:18%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fauthor-profile-2%2F	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed0785.json	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:18%20GMT	https://directorist.com/theme/demo/direo/?p=1986	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/indexebfe.html	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:21	0/-1	---M--	301	error ('')			http://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login.11c.delayed	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:21	2404/2404	---MC-	200	added ('OK')	text/xml	date:Fri,%2001%20Nov%202019%2017:26:18%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fauthor-profile-2%2F&format=xml	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed6e1d	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:22	72871/72871	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:19%20GMT	https://directorist.com/theme/demo/direo/author-profile-2/?category=food-drink	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/author-profile-2/indexa38d.html	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:22	72700/72700	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:19%20GMT	https://directorist.com/theme/demo/direo/author-profile-2/?category=hotel-travel	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/author-profile-2/index3d37.html	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:19%20GMT	https://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:24	67528/67528	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:19%20GMT	https://directorist.com/theme/demo/direo/author-profile-2/?category=hotels	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/author-profile-2/index5dac.html	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:24	67552/67552	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:19%20GMT	https://directorist.com/theme/demo/direo/author-profile-2/?category=outdoor-activities	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/author-profile-2/index302a.html	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:24	72629/72629	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:19%20GMT	https://directorist.com/theme/demo/direo/author-profile-2/?category=place	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/author-profile-2/indexe0de.html	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:24	78018/78018	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:19%20GMT	https://directorist.com/theme/demo/direo/author-profile-2/?category=restaurants	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/author-profile-2/indexd167.html	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:24	72646/72646	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:21%20GMT	https://directorist.com/theme/demo/direo/author-profile-2/?category=shopping	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/author-profile-2/index0d06.html	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:25	2305/2305	---MC-	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202019%2017:26:22%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fpricing-plan%2F	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed316e.json	(from https://directorist.com/theme/demo/direo/pricing-plan/)
18:26:25	72794/72794	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:22%20GMT	https://directorist.com/theme/demo/direo/author-profile-2/?category=store	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/author-profile-2/indexe739.html	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:25	84097/84097	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2017:26:22%20GMT	https://directorist.com/theme/demo/direo/author-profile-2/page/2/	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/author-profile-2/page/2/index.html	(from https://directorist.com/theme/demo/direo/author-profile-2/)
18:26:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:22%20GMT	https://directorist.com/theme/demo/direo/?p=1993	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/index5b92.html	(from https://directorist.com/theme/demo/direo/pricing-plan/)
18:26:25	0/-1	---M--	301	error ('')			http://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login.120.delayed	(from https://directorist.com/theme/demo/direo/pricing-plan/)
18:26:25	2390/2390	---MC-	200	added ('OK')	text/xml	date:Fri,%2001%20Nov%202019%2017:26:23%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fpricing-plan%2F&format=xml	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embeda211	(from https://directorist.com/theme/demo/direo/pricing-plan/)
18:26:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:23%20GMT	https://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login	(from https://directorist.com/theme/demo/direo/pricing-plan/)
18:26:26	2285/2285	---MC-	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202019%2017:26:24%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fcheckout%2F	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed446e.json	(from https://directorist.com/theme/demo/direo/checkout/)
18:26:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:24%20GMT	https://directorist.com/theme/demo/direo/?p=1990	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/indexd4fb.html	(from https://directorist.com/theme/demo/direo/checkout/)
18:26:27	0/-1	---M--	301	error ('')			http://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login.124.delayed	(from https://directorist.com/theme/demo/direo/checkout/)
18:26:27	2370/2370	---MC-	200	added ('OK')	text/xml	date:Fri,%2001%20Nov%202019%2017:26:24%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fcheckout%2F&format=xml	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed9560	(from https://directorist.com/theme/demo/direo/checkout/)
18:26:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:25%20GMT	https://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login	(from https://directorist.com/theme/demo/direo/checkout/)
18:26:27	0/-1	---M--	301	error ('')			http://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login.126.delayed	(from https://directorist.com/theme/demo/direo/checkout/)
18:26:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Nov%202019%2017:26:25%20GMT	https://directorist.com/theme/demo/direo/login	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/login	(from https://directorist.com/theme/demo/direo/checkout/)
18:26:29	2280/2280	---MC-	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202019%2017:26:26%20GMT	https://directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdirectorist.com%2Ftheme%2Fdemo%2Fdireo%2Fcontact%2F	C:/Users/HP/Documents/sharingan/direo/directorist.com/theme/demo/direo/wp-json/oembed/1.0/embed0742.json	(from https://directorist.com/theme/demo/direo/contact/)
